family,above,below,n
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΑΙΓΑΙΟΥ,795
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΑΙΓΑΙΟΥ,572
ΜΗΧΑΝΙΚΩΝ ΤΟΠΟΓΡΑΦΙΑΣ ΚΑΙ ΓΕΩΠΛΗΡΟΦΟΡΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΔΙ.ΠΑ.Ε.,419
ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,660
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,Δ.Π.Θ.,ΔΙ.ΠΑ.Ε.,927
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,554
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,Α.Π.Θ.,254
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,Α.Π.Θ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,317
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,Α.Π.Θ.,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,297
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,Α.Π.Θ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,331
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,Α.Π.Θ.,Δ.Π.Θ.,329
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,349
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,231
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,135
ΕΣΩΤΕΡΙΚΗΣ ΑΡΧΙΤΕΚΤΟΝΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΔΙ.ΠΑ.Ε.,234
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝΤΕΙΟ,Α.Π.Θ.,962
ΘΕΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,Α.Π.Θ.,622
ΙΣΤΟΡΙΑΣ ΚΑΙ ΑΡΧΑΙΟΛΟΓΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,1007
ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ,Δ.Π.Θ.,ΠΑΝ. ΚΡΗΤΗΣ,1106
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,313
ΓΑΛΛΙΚΗΣ ΓΛΩΣΣΑΣ ΚΑΙ ΦΙΛΟΛΟΓΙΑΣ,Α.Π.Θ.,Ε.Κ.Π.Α.,25
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,Α.Π.Θ.,241
ΦΙΛΟΛΟΓΙΑΣ,Α.Π.Θ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,1221
ΦΙΛΟΛΟΓΙΑΣ,Α.Π.Θ.,ΠΑΝ. ΚΡΗΤΗΣ,717
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑ. ΜΑΚ.,93
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΕΛ.ΜΕ.ΠΑ.,Ο.Π.Α.,61
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΕΛ.ΜΕ.ΠΑ.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,99
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑ. ΜΑΚ.,Ο.Π.Α.,355
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑ. ΜΑΚ.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,391
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑ. ΜΑΚ.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,402
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,Ο.Π.Α.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,417
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,Ο.Π.Α.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,455
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,Ο.Π.Α.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,315
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,467
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,567
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,329
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,Ε.Κ.Π.Α.,127
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑ. ΜΑΚ.,109
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Α.Π.Θ.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,811
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Ε.Κ.Π.Α.,ΔΙ.ΠΑ.Ε.,479
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Ε.Κ.Π.Α.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,475
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑ. ΜΑΚ.,298
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑ. ΜΑΚ.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,764
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΔΙ.ΠΑ.Ε.,622
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,508
ΦΥΣΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,197
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,Α.Π.Θ.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,461
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,Α.Π.Θ.,ΕΛ.ΜΕ.ΠΑ.,490
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,Δ.Π.Θ.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,385
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,Δ.Π.Θ.,ΕΛ.ΜΕ.ΠΑ.,427
ΨΗΦΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΠΕΙΡΑΙΑ,309
ΦΙΛΟΣΟΦΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,1011
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΟΡΓΑΝΙΣΜΩΝ,Ε.Κ.Π.Α.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,462
ΚΟΙΝΩΝΙΚΗΣ ΕΡΓΑΣΙΑΣ,ΕΛ.ΜΕ.ΠΑ.,Δ.Π.Θ.,341
ΚΟΙΝΩΝΙΚΗΣ ΕΡΓΑΣΙΑΣ,Δ.Π.Θ.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,241
ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΑΙΓΑΙΟΥ,635
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,Ε.Κ.Π.Α.,252
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,Ε.Κ.Π.Α.,255
ΦΙΛΟΛΟΓΙΑΣ,Α.Π.Θ.,Ε.Κ.Π.Α.,361
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Ε.Κ.Π.Α.,180
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,Ε.Κ.Π.Α.,63
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝΤΕΙΟ,496
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Ε.Κ.Π.Α.,422
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝΤΕΙΟ,Ε.Κ.Π.Α.,756
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΔΙ.ΠΑ.Ε.,575
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Α.Π.Θ.,319
ΔΙΕΘΝΩΝ ΚΑΙ ΕΥΡΩΠΑΪΚΩΝ ΣΠΟΥΔΩΝ,ΠΑΝ. ΠΕΙΡΑΙΑ,ΠΑ. ΜΑΚ.,366
ΙΣΤΟΡΙΑΣ ΚΑΙ ΑΡΧΑΙΟΛΟΓΙΑΣ,Α.Π.Θ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,745
ΙΣΤΟΡΙΑΣ ΚΑΙ ΑΡΧΑΙΟΛΟΓΙΑΣ,Α.Π.Θ.,ΠΑΝ. ΚΡΗΤΗΣ,409
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,374
ΜΟΥΣΙΚΩΝ ΣΠΟΥΔΩΝ,Α.Π.Θ.,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,260
ΜΟΥΣΙΚΩΝ ΣΠΟΥΔΩΝ,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,Ε.Κ.Π.Α.,137
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,563
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,422
ΜΑΘΗΜΑΤΙΚΩΝ,Α.Π.Θ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,308
ΝΟΜΙΚΗΣ,Α.Π.Θ.,Ε.Κ.Π.Α.,424
ΝΟΜΙΚΗΣ,Δ.Π.Θ.,Ε.Κ.Π.Α.,267
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΚΡΗΤΗΣ,210
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝΤΕΙΟ,206
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,Ε.Κ.Π.Α.,197
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝΤΕΙΟ,232
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,Ε.Κ.Π.Α.,197
ΨΥΧΟΛΟΓΙΑΣ,Δ.Π.Θ.,ΠΑΝΤΕΙΟ,62
ΨΥΧΟΛΟΓΙΑΣ,Δ.Π.Θ.,Ε.Κ.Π.Α.,60
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,Α.Π.Θ.,ΠΑΝ. ΠΑΤΡΩΝ,469
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,Α.Π.Θ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,605
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,Α.Π.Θ.,Ε.Μ.Π.,143
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,434
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,Ε.Μ.Π.,66
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Ε.Μ.Π.,80
ΜΟΥΣΙΚΩΝ ΣΠΟΥΔΩΝ,Ε.Κ.Π.Α.,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,245
ΜΟΥΣΙΚΩΝ ΣΠΟΥΔΩΝ,Ε.Κ.Π.Α.,Α.Π.Θ.,219
ΜΟΥΣΙΚΩΝ ΣΠΟΥΔΩΝ,Ε.Κ.Π.Α.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,102
ΜΟΥΣΙΚΩΝ ΣΠΟΥΔΩΝ,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,Α.Π.Θ.,147
ΜΟΥΣΙΚΩΝ ΣΠΟΥΔΩΝ,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,96
ΜΟΥΣΙΚΩΝ ΣΠΟΥΔΩΝ,Α.Π.Θ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,94
ΜΗΧΑΝΙΚΩΝ ΠΕΡΙΒΑΛΛΟΝΤΟΣ,Δ.Π.Θ.,ΔΙ.ΠΑ.Ε.,401
ΙΑΤΡΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Α.Π.Θ.,349
ΙΑΤΡΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Α.Π.Θ.,318
ΧΗΜΕΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,Α.Π.Θ.,201
ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,622
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,Ο.Π.Α.,184
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑ. ΜΑΚ.,312
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,Ο.Π.Α.,ΠΑ. ΜΑΚ.,524
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,Δ.Π.Θ.,608
ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΠΑΤΡΩΝ,349
ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,Ο.Π.Α.,137
ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,Ο.Π.Α.,180
ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,Ο.Π.Α.,99
ΔΙΟΙΚΗΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,ΕΛ.ΜΕ.ΠΑ.,Ο.Π.Α.,131
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΕΛ.ΜΕ.ΠΑ.,Δ.Π.Θ.,238
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΕΛ.ΜΕ.ΠΑ.,Ε.Μ.Π.,125
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,Α.Π.Θ.,Ε.Μ.Π.,324
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,Δ.Π.Θ.,Ε.Μ.Π.,184
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Ε.Μ.Π.,220
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,Ε.Μ.Π.,165
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,Ε.Μ.Π.,156
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,Ε.Μ.Π.,135
ΠΛΗΡΟΦΟΡΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,Ο.Π.Α.,198
ΠΛΗΡΟΦΟΡΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΠΕΙΡΑΙΑ,345
ΠΛΗΡΟΦΟΡΙΚΗΣ,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,Ο.Π.Α.,182
ΠΛΗΡΟΦΟΡΙΚΗΣ,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,ΠΑΝ. ΠΕΙΡΑΙΑ,324
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑ. ΜΑΚ.,328
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΔΙ.ΠΑ.Ε.,280
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑ. ΜΑΚ.,ΠΑΝ. ΠΕΙΡΑΙΑ,554
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΠΕΙΡΑΙΑ,ΔΙ.ΠΑ.Ε.,345
ΓΕΩΛΟΓΙΑΣ,Α.Π.Θ.,ΠΑΝ. ΠΑΤΡΩΝ,309
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΑΙΓΑΙΟΥ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,192
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,464
ΦΙΛΟΣΟΦΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,Ε.Κ.Π.Α.,110
ΦΙΛΟΣΟΦΙΑΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,508
ΕΠΙΣΤΗΜΗΣ ΦΥΣΙΚΗΣ ΑΓΩΓΗΣ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ,Α.Π.Θ.,Ε.Κ.Π.Α.,837
ΕΠΙΣΤΗΜΗΣ ΦΥΣΙΚΗΣ ΑΓΩΓΗΣ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Ε.Κ.Π.Α.,240
ΕΠΙΣΤΗΜΗΣ ΦΥΣΙΚΗΣ ΑΓΩΓΗΣ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ,Δ.Π.Θ.,Ε.Κ.Π.Α.,464
ΙΑΤΡΙΚΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,Ε.Κ.Π.Α.,450
ΙΑΤΡΙΚΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,Ε.Κ.Π.Α.,350
ΧΗΜΕΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,448
ΚΟΙΝΩΝΙΚΗΣ ΕΡΓΑΣΙΑΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,Δ.Π.Θ.,596
ΚΟΙΝΩΝΙΚΗΣ ΕΡΓΑΣΙΑΣ,Δ.Π.Θ.,ΕΛ.ΜΕ.ΠΑ.,493
ΕΠΙΣΤΗΜΗΣ ΤΡΟΦΙΜΩΝ ΚΑΙ ΔΙΑΤΡΟΦΗΣ,ΠΑΝ. ΑΙΓΑΙΟΥ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,145
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,439
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,Α.Π.Θ.,163
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Α.Π.Θ.,192
ΜΗΧΑΝΙΚΩΝ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΔΙΟΙΚΗΣΗΣ,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,ΔΙ.ΠΑ.Ε.,258
ΕΠΙΣΤΗΜΗΣ ΦΥΣΙΚΗΣ ΑΓΩΓΗΣ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ,Δ.Π.Θ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,575
ΨΥΧΟΛΟΓΙΑΣ,Δ.Π.Θ.,Α.Π.Θ.,60
ΨΥΧΟΛΟΓΙΑΣ,Δ.Π.Θ.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,158
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Ε.Κ.Π.Α.,Δ.Π.Θ.,573
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,446
ΠΛΗΡΟΦΟΡΙΚΗΣ,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,Α.Π.Θ.,148
